id,carat,cut,color,clarity,depth,table,x,y,z,price
119139,0.41,Premium,G,SI2,62.0,58.0,4.74,4.71,2.93,876
92411,0.35,Ideal,I,IF,61.8,56.0,4.54,4.58,2.82,668
135473,0.34,Premium,F,SI1,60.4,60.0,4.55,4.53,2.73,711
50602,1.22,Premium,H,VS2,62.3,59.0,6.85,6.82,4.26,6202
158080,0.3,Premium,D,VS2,60.5,62.0,4.33,4.35,2.62,710
75280,1.11,Premium,H,SI1,62.5,59.0,6.68,6.55,4.15,4817
168797,1.2,Ideal,F,VS2,61.3,56.0,6.86,6.89,4.21,9120
94367,0.31,Ideal,I,VS1,61.6,56.0,4.35,4.39,2.69,521
28444,1.51,Ideal,H,SI1,62.2,54.0,7.34,7.3,4.55,10277
70202,0.38,Ideal,E,IF,62.0,55.0,4.64,4.68,2.89,1300
21320,0.3,Ideal,G,SI2,62.7,57.0,4.27,4.3,2.69,422
76048,1.01,Premium,G,SI2,60.7,59.0,6.47,6.53,3.95,3696
170592,1.0,Fair,F,SI2,65.7,59.0,6.23,6.27,4.07,4226
11574,0.51,Very Good,G,VS2,62.8,57.0,5.08,5.12,3.2,1447
151258,0.31,Premium,D,SI1,59.4,58.0,4.4,4.38,2.6,732
171238,0.31,Premium,F,VS2,61.2,58.0,4.35,4.37,2.67,625
14049,0.4,Premium,E,VS2,61.3,59.0,4.81,4.78,2.94,1024
29346,0.71,Premium,F,SI2,61.3,57.0,5.79,5.75,3.55,2360
5312,1.01,Very Good,H,VS2,61.9,54.0,6.42,6.48,3.99,4917
120511,1.0,Premium,E,SI1,60.5,59.0,6.55,6.48,3.94,5392
86185,0.71,Premium,E,SI1,60.1,58.0,5.86,5.78,3.49,2682
33422,1.51,Good,F,SI1,63.7,60.0,7.28,7.34,4.63,11370
46931,0.31,Ideal,G,VS1,62.1,56.0,4.35,4.38,2.71,673
145186,0.7,Ideal,I,VVS2,62.2,55.0,5.68,5.71,3.54,2276
80376,0.62,Premium,G,VVS2,62.7,58.0,5.43,5.37,3.39,2479
145561,0.7,Ideal,H,VS2,61.7,55.0,5.73,5.69,3.52,2415
80968,0.72,Ideal,I,VS2,61.9,56.0,5.74,5.77,3.56,2907
191742,3.01,Premium,I,SI2,62.5,60.0,9.1,8.01,5.67,15240
78531,0.5,Premium,E,VS2,61.7,58.0,5.11,5.06,3.14,1607
42867,0.53,Ideal,H,VVS1,62.5,54.0,5.18,5.22,3.25,1893
184696,1.21,Premium,F,SI2,62.8,58.0,6.78,6.73,4.24,4586
140821,0.5,Premium,H,SI1,60.1,61.0,5.12,5.15,3.09,1151
77190,1.01,Very Good,G,VS2,62.9,59.0,6.32,6.36,3.99,5342
39734,0.34,Ideal,F,VVS1,61.7,56.0,4.49,4.45,2.76,997
185328,0.32,Very Good,E,VS2,63.1,57.0,4.36,4.37,2.75,622
106621,0.67,Fair,E,SI2,64.6,56.0,5.51,5.54,3.6,2240
150629,0.71,Fair,E,SI1,66.1,58.0,5.58,5.53,3.64,1918
181294,0.58,Ideal,G,VVS2,61.5,57.0,5.38,5.42,3.32,2215
128999,1.05,Premium,G,VS2,62.1,59.0,6.53,6.47,4.04,6518
174221,0.5,Ideal,G,VS1,61.5,53.0,5.19,5.17,3.19,1755
85607,0.7,Very Good,E,SI1,62.4,59.0,5.64,5.71,3.54,2494
185290,0.3,Ideal,E,VVS2,61.4,57.0,4.32,4.34,2.66,779
63626,0.77,Ideal,F,SI1,61.7,57.0,5.91,5.93,3.66,2942
92488,0.5,Premium,H,SI1,62.1,57.0,5.14,5.1,3.17,1155
14500,0.44,Very Good,D,SI2,62.8,54.0,4.85,4.88,3.06,830
50789,0.7,Good,E,VS2,58.2,60.0,5.81,5.85,3.41,2839
92898,1.37,Ideal,I,VS2,60.8,57.0,7.26,7.2,4.38,6239
79439,0.41,Ideal,J,VS1,61.8,57.0,4.75,4.79,2.95,830
172573,0.32,Ideal,H,SI1,61.6,55.0,4.41,4.43,2.72,447
101356,0.5,Ideal,E,SI1,60.6,55.0,5.15,5.18,3.13,1624
51620,1.16,Ideal,G,VVS1,62.0,55.0,6.79,6.72,4.19,10977
171002,0.35,Ideal,E,VS2,62.4,54.0,4.55,4.52,2.84,956
88314,1.3,Premium,J,SI1,62.4,57.0,6.93,6.89,4.32,5236
151237,0.4,Very Good,D,VS2,60.4,60.0,4.76,4.79,2.88,879
158302,0.3,Very Good,F,VS1,62.2,60.0,4.24,4.27,2.65,673
60345,1.56,Ideal,G,SI1,61.9,57.0,7.43,7.47,4.61,10099
42361,0.34,Ideal,F,IF,60.6,56.0,4.52,4.55,2.75,1235
52250,0.5,Ideal,F,VS2,61.8,55.0,5.11,5.08,3.15,1399
52788,1.07,Ideal,H,SI2,62.0,57.0,6.49,6.58,4.05,3154
43231,1.51,Very Good,G,VS2,61.9,57.0,7.25,7.31,4.51,11722
26277,0.38,Ideal,F,VVS1,61.4,57.0,4.67,4.74,2.89,1030
192144,1.51,Very Good,J,SI1,63.1,56.0,7.28,7.23,4.58,6704
119741,0.76,Ideal,E,VS1,62.1,55.0,5.83,5.87,3.63,3959
13652,1.1,Ideal,E,VVS1,60.1,57.0,6.73,6.68,4.04,11175
1293,1.5,Premium,H,SI1,60.6,60.0,7.42,7.47,4.5,9979
80648,0.34,Ideal,G,VS2,60.9,56.0,4.54,4.5,2.76,619
114661,0.45,Ideal,G,VS1,61.6,55.0,4.98,4.95,3.05,1272
143303,0.7,Ideal,F,SI1,61.7,55.0,5.69,5.75,3.53,3057
24132,1.51,Ideal,I,SI1,62.7,56.0,7.26,7.3,4.56,8079
103448,1.2,Very Good,I,SI2,63.2,55.0,6.78,6.74,4.27,4077
68157,0.61,Very Good,D,SI1,63.2,59.0,5.37,5.39,3.41,2768
33901,1.5,Premium,F,SI2,61.2,61.0,7.33,7.32,4.49,8690
6915,0.35,Premium,G,SI1,61.6,58.0,4.54,4.58,2.81,522
85405,0.34,Ideal,G,IF,62.0,57.0,4.47,4.49,2.77,895
38750,0.31,Ideal,D,VS2,61.9,55.0,4.38,4.37,2.71,942
148467,0.33,Premium,F,SI2,60.8,60.0,4.46,4.44,2.7,569
140584,0.71,Premium,F,SI1,61.8,59.0,5.67,5.73,3.53,2348
146509,0.31,Ideal,I,VS2,62.1,54.0,4.34,4.36,2.7,463
29596,0.71,Premium,G,SI2,59.3,60.0,5.78,5.82,3.44,2388
50289,1.52,Ideal,I,VS1,61.1,57.0,7.39,7.45,4.53,11434
155475,1.11,Ideal,G,VS2,62.4,57.0,6.66,6.62,4.14,7018
110443,0.35,Ideal,E,VS2,60.8,57.0,4.57,4.6,2.78,767
31579,0.72,Ideal,D,SI1,62.0,56.0,5.71,5.76,3.56,2893
155227,0.55,Premium,E,VS1,58.4,59.0,5.43,5.34,3.16,2037
158272,0.31,Good,J,VS2,63.3,54.0,4.32,4.35,2.75,396
120768,1.01,Very Good,G,SI2,63.5,59.0,6.32,6.36,4.04,3920
69841,0.42,Ideal,G,VS2,62.2,54.0,4.83,4.79,2.99,847
69079,1.73,Ideal,F,VS2,62.8,57.0,7.54,7.59,4.75,17186
153713,0.31,Ideal,G,VS2,61.5,57.0,4.37,4.34,2.68,544
48747,0.78,Ideal,E,SI2,61.1,56.0,5.88,5.94,3.61,2679
124890,0.31,Ideal,F,VVS1,62.1,56.0,4.35,4.31,2.69,887
140120,0.56,Ideal,D,SI1,61.4,56.0,5.28,5.31,3.25,1662
96102,0.26,Very Good,E,VVS1,62.0,58.0,4.08,4.13,2.55,597
121727,0.3,Ideal,E,SI1,61.5,56.0,4.29,4.33,2.65,675
149057,0.57,Ideal,G,IF,61.6,56.0,5.33,5.36,3.3,2310
155303,1.0,Very Good,G,VS2,63.1,58.0,6.3,6.34,3.99,5595
6402,0.7,Good,F,SI2,63.6,57.0,5.59,5.57,3.56,2052
6176,0.35,Ideal,H,VS2,61.1,57.0,4.51,4.54,2.76,647
115176,0.33,Ideal,G,VS2,62.0,56.0,4.42,4.46,2.75,579
183410,0.3,Very Good,G,VVS2,58.8,62.0,4.38,4.43,2.59,684
89947,0.31,Ideal,E,VVS1,62.5,56.0,4.37,4.33,2.72,956
10717,0.31,Ideal,G,SI1,62.4,54.0,4.33,4.36,2.71,563
126513,1.21,Ideal,G,SI1,61.7,56.0,6.81,6.84,4.21,5996
149336,2.21,Very Good,G,SI1,61.3,59.0,8.42,8.29,5.1,18172
160553,1.04,Premium,H,SI2,62.2,59.0,6.48,6.44,4.02,3903
69324,0.5,Premium,G,VS1,62.0,59.0,5.07,5.05,3.13,1624
107211,0.91,Very Good,E,VS2,61.9,61.0,6.1,6.13,3.79,4663
44083,0.71,Ideal,I,VS2,61.8,56.0,5.72,5.74,3.54,2652
78927,0.53,Ideal,E,VS2,61.9,56.0,5.19,5.2,3.22,1721
123656,1.01,Very Good,F,VVS1,63.5,56.0,6.38,6.34,4.05,9474
45497,1.7,Premium,I,VS1,61.1,59.0,7.71,7.67,4.69,10744
189799,0.34,Premium,H,VS2,60.4,58.0,4.57,4.53,2.76,596
191498,0.81,Premium,E,VS2,58.6,59.0,6.16,6.19,3.6,3370
73669,0.3,Ideal,I,SI1,62.0,55.0,4.35,4.34,2.69,395
22558,0.7,Ideal,G,VS2,61.3,57.0,5.7,5.73,3.49,2010
48034,1.51,Premium,G,SI1,62.5,59.0,7.31,7.27,4.55,9918
71650,0.32,Ideal,F,VS2,61.8,57.0,4.35,4.37,2.69,828
51385,1.01,Premium,D,SI2,62.3,59.0,6.41,6.38,3.98,4704
2419,1.12,Premium,H,SI1,61.1,57.0,6.75,6.7,4.1,5373
44749,1.15,Premium,H,SI1,60.0,58.0,6.83,6.77,4.08,6375
186156,1.53,Ideal,E,SI2,62.4,57.0,7.36,7.39,4.6,10990
33360,0.3,Ideal,F,VVS2,61.1,56.0,4.35,4.37,2.66,945
159633,0.52,Ideal,E,SI2,61.9,57.0,5.19,5.16,3.2,1251
14310,1.03,Very Good,G,SI2,60.8,57.0,6.5,6.54,3.96,4503
168712,1.21,Premium,H,VS2,62.4,59.0,6.79,6.76,4.23,5783
100140,1.21,Premium,G,VS2,62.9,59.0,6.77,6.71,4.25,8491
169452,1.05,Fair,G,SI2,65.3,60.0,6.33,6.27,4.12,3312
109775,0.81,Very Good,G,SI2,63.1,57.0,5.97,5.92,3.74,2749
16340,0.41,Ideal,G,SI2,61.4,57.0,4.78,4.82,2.95,475
125785,0.7,Very Good,E,SI1,62.4,58.0,5.64,5.67,3.53,2575
117063,0.92,Very Good,D,SI2,62.8,63.0,6.13,6.19,3.88,3675
16028,0.85,Ideal,F,VS2,61.7,54.0,6.07,6.1,3.76,4224
137014,1.06,Very Good,I,VS1,62.0,58.3,6.5,6.53,4.04,5292
10264,0.3,Ideal,D,VVS2,62.3,55.0,4.32,4.29,2.68,814
56555,0.41,Premium,D,VS1,60.9,58.0,4.83,4.76,2.92,1154
58813,0.55,Very Good,H,SI1,60.3,59.0,5.3,5.33,3.21,1134
50716,1.04,Premium,E,SI2,61.5,56.0,6.53,6.55,4.02,4179
167731,0.3,Ideal,D,VS2,61.5,56.0,4.35,4.37,2.68,606
61817,1.01,Premium,G,VS2,62.5,58.0,6.4,6.34,3.98,5813
58134,0.55,Ideal,G,VVS1,62.5,56.0,5.26,5.24,3.28,1966
128767,0.87,Premium,F,SI2,58.2,59.0,6.33,6.35,3.72,2933
173344,0.3,Premium,H,VS1,61.5,59.0,4.33,4.29,2.65,598
95854,1.01,Premium,I,VS2,60.2,58.0,6.59,6.55,3.95,4745
23203,1.02,Premium,F,SI2,62.0,59.0,6.48,6.44,4.0,5073
4366,0.31,Very Good,D,VVS1,62.7,55.0,4.38,4.4,2.75,1072
38077,0.78,Ideal,D,SI1,62.1,55.0,5.88,5.92,3.68,3312
171931,0.35,Ideal,D,SI1,61.8,55.0,4.5,4.52,2.78,630
69423,1.0,Very Good,J,VS2,59.5,62.0,6.47,6.51,3.85,4020
141072,0.7,Very Good,J,SI1,63.3,59.0,5.59,5.66,3.56,1829
44448,0.44,Ideal,G,VS1,61.2,56.0,4.95,4.91,3.02,1048
59383,0.31,Ideal,F,VVS1,61.1,56.0,4.39,4.42,2.69,840
9778,0.78,Good,F,VS1,58.2,61.0,5.94,5.99,3.51,3140
11882,0.3,Ideal,H,SI1,62.0,55.0,4.34,4.37,2.7,447
77026,1.07,Ideal,G,SI1,61.3,55.0,6.59,6.67,4.06,5311
150666,0.53,Very Good,D,SI1,60.0,56.0,5.24,5.3,3.16,1664
128290,0.34,Ideal,F,VS2,61.5,55.0,4.53,4.55,2.8,880
104613,0.51,Ideal,D,SI1,61.8,56.0,5.18,5.15,3.19,1569
176523,1.0,Ideal,H,SI1,60.1,57.0,6.48,6.52,3.91,4969
47394,0.51,Ideal,G,VS1,61.7,55.0,5.15,5.18,3.18,1662
106438,0.57,Ideal,D,VS1,61.6,55.0,5.34,5.38,3.3,1990
191569,0.72,Good,H,SI1,63.2,62.0,5.72,5.64,3.61,2399
66459,2.01,Very Good,J,VS2,62.3,59.0,8.05,8.08,5.02,13598
168283,2.04,Good,I,SI2,63.1,57.0,8.12,7.99,5.08,16547
160567,0.41,Ideal,G,VS2,62.8,55.0,4.74,4.77,2.99,834
170604,0.62,Premium,G,VS2,62.2,59.0,5.44,5.48,3.39,1821
157533,0.31,Premium,F,VS1,61.1,58.0,4.32,4.35,2.65,808
26237,0.3,Ideal,G,VS1,62.3,54.0,4.29,4.31,2.68,583
125169,0.73,Ideal,D,SI1,61.3,56.0,5.81,5.87,3.57,3517
39034,0.59,Ideal,F,VVS2,61.4,57.0,5.38,5.44,3.32,2499
11576,0.57,Ideal,H,VS1,62.5,55.0,5.29,5.32,3.31,1605
139892,1.03,Ideal,H,VS2,61.9,56.0,6.47,6.52,4.02,5813
161036,0.9,Good,H,SI2,64.0,59.0,6.04,5.99,3.86,2611
130426,1.51,Good,F,VS2,63.9,59.0,7.29,7.25,4.63,13872
24532,1.51,Fair,E,SI1,65.0,59.0,7.06,7.12,4.6,9900
55413,0.4,Premium,E,VS2,61.2,60.0,4.7,4.68,2.88,975
21260,0.31,Very Good,H,VS2,62.6,57.0,4.31,4.34,2.71,489
89207,1.02,Ideal,F,VS2,62.6,56.0,6.4,6.43,4.01,7406
124722,0.71,Very Good,G,SI2,61.6,60.0,5.7,5.73,3.52,2098
71893,1.73,Premium,G,SI1,62.3,58.0,7.64,7.61,4.75,13556
190779,1.09,Premium,F,SI1,60.7,59.0,6.68,6.63,4.04,5950
108945,2.03,Premium,H,SI1,58.0,61.0,8.37,8.3,4.83,17598
108045,0.31,Very Good,I,VVS1,63.1,56.0,4.34,4.31,2.73,709
16471,0.96,Ideal,F,SI1,61.7,57.0,6.36,6.27,3.9,4293
50842,0.3,Ideal,H,VVS2,63.0,55.0,4.27,4.24,2.68,776
54349,1.03,Ideal,G,SI2,62.6,56.0,6.4,6.46,4.02,4592
179780,0.51,Premium,E,SI1,60.9,59.0,5.19,5.15,3.15,1422
155516,1.31,Ideal,H,VVS2,61.2,56.0,7.06,7.0,4.32,8431
113308,1.23,Ideal,J,VS2,61.7,55.0,6.9,6.93,4.26,5504
28246,0.53,Ideal,E,VS2,61.1,57.0,5.2,5.24,3.19,1672
159313,0.56,Ideal,E,VS2,62.6,56.0,5.25,5.27,3.29,2297
139808,1.01,Ideal,E,VS2,62.4,56.0,6.36,6.41,3.99,7333
22828,0.52,Ideal,E,VS2,61.2,57.0,5.16,5.19,3.17,1571
62925,0.86,Premium,H,VS2,61.4,58.0,6.15,6.12,3.77,3273
48637,0.51,Ideal,E,SI1,61.4,56.0,5.18,5.12,3.16,1441
15907,1.09,Ideal,I,VS1,62.0,54.0,6.59,6.65,4.11,4959
143264,0.7,Ideal,J,VS2,62.1,54.0,5.64,5.71,3.52,1984
60483,0.5,Premium,E,SI1,62.1,59.0,5.09,5.04,3.14,1411
21589,0.5,Ideal,I,SI2,61.1,56.0,5.13,5.17,3.15,1051
40995,0.41,Ideal,G,VS1,61.4,55.0,4.76,4.79,2.93,899
16335,0.57,Ideal,G,VS1,61.5,57.0,5.35,5.32,3.28,1777
156031,0.51,Ideal,E,VS2,62.3,56.0,5.13,5.15,3.2,1662
107489,1.32,Premium,H,VS1,62.3,58.0,7.05,6.97,4.36,7862
42243,1.01,Premium,H,SI1,62.4,58.0,6.41,6.37,3.99,4389
118748,1.01,Good,J,SI2,63.3,58.0,6.29,6.38,4.01,3298
73206,1.34,Ideal,H,VS1,62.6,57.0,7.06,7.02,4.41,8319
93954,1.01,Ideal,G,SI2,62.0,54.0,6.48,6.44,4.0,4092
34165,2.0,Very Good,G,SI1,62.4,60.0,8.03,8.07,5.02,18407
55252,0.28,Very Good,I,VS1,62.1,55.0,4.21,4.24,2.61,394
142722,0.51,Ideal,F,SI1,60.3,57.0,5.19,5.24,3.14,1340
52053,1.01,Premium,G,VVS2,62.7,59.0,6.39,6.36,3.99,6838
189848,0.23,Very Good,F,VVS1,62.8,58.0,3.91,3.95,2.46,572
29994,0.42,Premium,G,SI1,60.3,60.0,4.83,4.81,2.91,723
22894,1.12,Premium,H,VS2,61.7,58.0,6.73,6.68,4.13,5833
51279,0.52,Premium,D,SI2,62.2,58.0,5.13,5.17,3.2,1282
70621,1.0,Very Good,E,SI1,63.7,57.0,6.25,6.29,3.99,4680
121136,1.04,Ideal,H,SI1,62.6,57.0,6.47,6.44,4.05,4854
165602,0.7,Very Good,E,SI2,61.3,59.0,5.72,5.74,3.51,2453
49699,0.9,Very Good,H,VS1,62.8,56.0,6.19,6.17,3.88,4114
173660,1.62,Premium,F,SI1,62.9,58.0,7.48,7.44,4.68,11376
187925,1.25,Ideal,I,VS2,61.3,56.0,6.91,6.94,4.24,6012
8079,0.71,Very Good,E,SI1,61.4,57.0,5.72,5.74,3.52,2569
188866,0.43,Very Good,E,VS2,61.8,56.0,4.84,4.87,3.0,948
86959,0.74,Ideal,G,VS1,62.7,56.0,5.75,5.8,3.62,3690
23925,1.2,Good,H,SI1,63.7,55.0,6.64,6.71,4.26,5773
60866,1.04,Very Good,H,SI2,58.7,56.0,6.66,6.75,3.96,4940
33440,0.5,Ideal,D,SI2,60.8,57.0,5.14,5.17,3.14,1318
53430,0.3,Ideal,H,VVS1,62.9,54.0,4.3,4.28,2.7,819
189605,1.16,Ideal,E,SI2,62.2,57.0,6.7,6.78,4.19,4787
120427,0.5,Premium,E,VS2,62.6,59.0,5.01,5.05,3.14,1389
44590,1.09,Ideal,G,VS2,62.1,55.0,6.61,6.58,4.09,7423
90647,1.25,Ideal,D,SI2,61.2,56.0,6.96,6.99,4.27,7504
155666,1.02,Premium,E,VS1,61.8,59.0,6.39,6.43,3.96,8852
92520,1.02,Premium,G,VS1,62.5,59.0,6.4,6.43,4.01,6248
97213,1.02,Ideal,F,VS2,62.4,57.0,6.44,6.41,4.01,7068
89258,1.0,Good,F,SI2,63.8,58.0,6.32,6.27,4.02,3733
91924,1.01,Premium,G,SI1,59.6,60.0,6.58,6.54,3.89,5281
93524,1.06,Premium,D,SI1,61.4,58.0,6.53,6.58,4.03,5547
171709,0.3,Ideal,F,VS2,62.9,56.0,4.28,4.24,2.67,598
142747,0.7,Premium,F,VS2,60.3,52.0,5.74,5.71,3.45,2805
95368,0.9,Very Good,D,SI2,63.3,60.0,6.14,6.09,3.86,3607
32925,1.5,Premium,H,VS2,62.6,58.0,7.27,7.32,4.57,11109
124991,0.71,Ideal,F,SI1,62.2,55.0,5.73,5.7,3.56,2528
59191,0.8,Ideal,G,SI1,61.5,55.0,5.96,5.99,3.67,2496
109931,0.62,Very Good,G,VS1,59.8,58.0,5.57,5.54,3.31,2161
161954,0.32,Very Good,H,SI1,61.3,61.0,4.44,4.47,2.74,424
22557,0.3,Very Good,D,SI1,63.1,57.0,4.26,4.24,2.69,732
21771,0.38,Ideal,D,VS1,61.8,56.0,4.66,4.63,2.87,1140
27018,0.34,Ideal,F,SI2,62.9,57.0,4.47,4.42,2.79,508
472,0.75,Ideal,D,VS2,61.6,57.0,5.85,5.9,3.62,3373
163280,0.7,Very Good,D,SI1,61.4,58.0,5.67,5.73,3.5,2288
188052,1.29,Premium,G,SI1,62.2,58.0,6.95,6.88,4.3,6565
105946,0.31,Premium,E,VVS1,60.7,58.0,4.34,4.38,2.65,924
3493,1.09,Very Good,F,VS1,60.6,59.0,6.59,6.71,4.02,8081
29753,1.08,Ideal,G,SI2,61.8,56.0,6.54,6.6,4.06,4626
56399,0.7,Ideal,D,SI1,62.2,56.0,5.68,5.71,3.54,2720
82600,0.59,Ideal,H,VS1,62.1,55.0,5.37,5.39,3.34,1818
97327,2.14,Premium,I,SI2,60.9,58.0,8.39,8.35,5.1,14775
153361,1.53,Premium,G,SI1,62.0,58.0,7.47,7.39,4.61,11206
58410,1.52,Ideal,I,IF,60.8,58.0,7.37,7.41,4.49,11405
30765,0.5,Ideal,E,VS2,62.3,56.0,5.08,5.12,3.18,1629
45342,1.32,Ideal,F,VS2,62.3,57.0,7.03,6.97,4.35,9704
33862,1.5,Very Good,H,SI1,62.5,58.0,7.22,7.27,4.53,7955
130702,1.11,Ideal,H,SI1,62.4,55.9,6.61,6.64,4.13,6126
9120,0.71,Premium,F,SI1,61.5,58.0,5.76,5.79,3.54,2173
39634,0.79,Very Good,G,SI2,63.6,56.9,5.85,5.9,3.72,2693
95710,0.53,Very Good,F,SI1,61.6,56.7,5.18,5.22,3.2,1396
184694,0.31,Ideal,F,VVS1,61.8,56.0,4.32,4.35,2.68,977
81730,0.56,Ideal,D,SI2,62.2,54.0,5.24,5.26,3.27,1266
142762,0.31,Very Good,D,VS1,61.5,54.0,4.35,4.38,2.68,692
179987,0.3,Ideal,E,VVS1,61.4,56.0,4.33,4.36,2.67,1092
132647,1.01,Ideal,G,SI1,61.6,57.0,6.45,6.42,3.96,4759
172264,0.71,Ideal,G,SI1,61.0,58.0,5.74,5.79,3.52,2302
160556,0.33,Ideal,H,VS2,62.7,57.0,4.45,4.41,2.77,537
31163,0.31,Ideal,G,VVS1,61.9,54.0,4.38,4.42,2.72,747
67742,1.05,Premium,G,VS2,59.3,59.0,6.7,6.64,3.95,6438
28113,1.11,Premium,F,IF,60.1,56.0,6.82,6.79,4.09,13603
122248,0.51,Premium,F,VS1,61.2,58.0,5.16,5.18,3.16,1636
128586,1.06,Ideal,I,VVS2,61.8,57.0,6.57,6.53,4.04,5547
4714,1.01,Very Good,H,SI1,63.1,58.0,6.34,6.37,4.01,5410
38695,0.23,Very Good,E,VVS2,61.2,59.0,3.95,3.98,2.43,505
67339,0.3,Very Good,H,SI1,60.7,62.0,4.31,4.35,2.63,421
165895,0.3,Very Good,G,SI1,63.5,57.0,4.26,4.29,2.71,477
79479,0.43,Ideal,F,VS2,62.6,57.0,4.79,4.76,2.99,968
179854,0.7,Ideal,H,SI2,60.6,56.0,5.76,5.8,3.5,2177
62267,1.01,Very Good,F,SI2,63.1,58.0,6.41,6.34,4.02,4418
96111,0.52,Ideal,H,VS1,61.3,56.0,5.2,5.23,3.19,1644
86795,1.11,Ideal,J,VS1,61.6,55.0,6.62,6.66,4.09,5012
15724,0.41,Ideal,D,VS1,60.9,57.0,4.8,4.77,2.91,1067
149683,1.61,Good,F,SI1,59.6,61.0,7.53,7.64,4.52,13621
64105,0.4,Premium,F,SI1,61.9,59.0,4.74,4.72,2.93,737
79589,1.01,Very Good,F,SI1,60.2,59.0,6.49,6.54,3.93,5010
21371,1.0,Premium,F,SI2,61.3,59.0,6.4,6.43,3.93,4256
75924,1.12,Premium,H,SI2,62.3,58.0,6.67,6.64,4.15,4496
138420,1.5,Ideal,D,SI2,62.0,57.0,7.34,7.37,4.55,10392
137498,0.41,Ideal,J,VS1,60.0,57.0,4.84,4.86,2.91,647
183733,0.31,Ideal,H,IF,61.8,56.0,4.34,4.38,2.69,789
152786,1.0,Fair,G,VS1,67.8,54.0,6.25,6.14,4.11,4265
41489,0.37,Ideal,J,VVS2,60.9,56.0,4.66,4.69,2.85,836
64381,0.59,Very Good,E,SI1,61.6,59.0,5.36,5.38,3.31,1664
115436,0.47,Ideal,H,VS1,60.7,57.0,5.01,5.08,3.06,1316
62923,0.3,Ideal,H,IF,62.2,56.0,4.29,4.33,2.68,683
44485,0.51,Ideal,G,VVS2,62.2,54.0,5.15,5.13,3.2,1743
168759,0.73,Ideal,G,VS1,61.9,54.0,5.8,5.81,3.59,3521
170241,0.3,Ideal,G,VS1,61.7,56.0,4.31,4.34,2.67,696
185783,1.06,Ideal,F,SI2,62.0,57.0,6.49,6.54,4.04,3945
25377,1.06,Fair,I,VS2,64.9,59.0,6.4,6.33,4.13,4065
123375,1.04,Premium,H,SI1,60.0,61.0,6.6,6.54,3.94,4290
83968,0.91,Very Good,D,SI2,62.4,59.0,6.13,6.16,3.84,3618
183556,0.7,Very Good,H,SI1,63.7,59.0,5.54,5.62,3.56,2176
136873,0.52,Good,G,VS2,63.8,54.0,5.13,5.09,3.25,1401
137625,1.51,Premium,E,SI2,59.1,59.0,7.35,7.3,4.36,8258
164822,0.27,Ideal,E,SI1,59.9,55.0,4.21,4.25,2.55,326
165118,0.71,Very Good,H,SI1,61.0,61.0,5.75,5.81,3.53,2296
188194,0.24,Very Good,E,VVS1,62.8,59.0,3.92,3.95,2.47,492
9274,0.41,Ideal,D,VS2,61.5,55.0,4.83,4.78,2.96,943
167096,0.33,Ideal,F,VS2,62.6,56.0,4.44,4.41,2.78,854
84073,0.34,Ideal,F,VS2,62.4,57.0,4.5,4.47,2.8,880
39466,0.26,Very Good,E,VVS1,61.8,58.0,4.12,4.15,2.55,554
123546,0.71,Very Good,G,SI1,61.1,57.0,5.72,5.77,3.51,2264
67618,0.31,Very Good,G,VVS2,63.0,58.0,4.29,4.33,2.71,707
28530,0.33,Ideal,H,SI1,62.0,54.0,4.42,4.45,2.75,610
18886,0.34,Premium,E,SI1,61.0,59.0,4.48,4.51,2.73,565
61422,0.3,Very Good,H,VS1,59.2,61.0,4.4,4.43,2.61,457
112211,1.03,Ideal,H,SI2,61.4,57.0,6.5,6.53,4.0,3998
83030,0.43,Ideal,G,VS2,61.1,56.0,4.86,4.9,2.98,1003
182843,0.55,Premium,G,VS1,60.8,60.0,5.32,5.25,3.21,1858
77059,0.41,Ideal,E,SI1,61.9,56.0,4.79,4.75,2.95,773
89135,1.1,Premium,J,VS2,60.5,59.0,6.65,6.61,4.0,3696
100206,0.31,Ideal,D,SI1,61.9,56.0,4.39,4.33,2.7,732
54502,0.32,Good,G,VS2,63.1,58.0,4.32,4.35,2.74,561
57538,0.31,Ideal,D,SI1,62.1,56.0,4.38,4.33,2.71,732
46278,0.71,Fair,G,SI1,57.9,63.0,5.83,5.79,3.35,1781
23683,0.56,Fair,E,SI2,65.2,62.0,5.28,5.23,3.39,1312
99634,0.42,Premium,G,VS1,61.0,59.0,4.8,4.84,2.95,985
65981,1.01,Premium,F,VS2,61.8,59.0,6.34,6.32,3.92,6001
127202,0.31,Ideal,G,VVS1,62.5,57.0,4.35,4.33,2.71,816
78800,0.71,Ideal,I,VS1,62.4,57.0,5.66,5.68,3.54,2511
138122,0.31,Ideal,G,IF,62.1,55.0,4.35,4.37,2.71,891
3551,0.5,Very Good,F,VS2,63.3,58.0,5.02,4.94,3.17,1402
187942,1.5,Premium,J,SI2,61.8,61.0,7.39,7.3,4.54,5720
1307,1.14,Premium,G,VS2,61.3,58.0,6.78,6.72,4.13,6768
15528,0.31,Ideal,D,VS1,60.9,57.0,4.39,4.41,2.68,789
168116,0.71,Very Good,G,SI1,62.0,58.0,5.68,5.72,3.53,2230
153544,2.03,Premium,J,SI2,61.8,59.0,8.13,8.08,5.01,11113
168089,0.32,Ideal,G,VVS1,60.8,56.0,4.41,4.45,2.69,815
